row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,VND Dự phòng,Giá gốc,VND Dự phòng,,,,
b1. Đầu tư vào công ty con,b1. Đầu tư vào công ty con,b1. Đầu tư vào công ty con,b1. Đầu tư vào công ty con,b1. Đầu tư vào công ty con,b1. Đầu tư vào công ty con,b1. Đầu tư vào công ty con,,,,
Công ty Cố phần Thủy điện Hủa Na,b1. Đầu tư vào công ty con > Công ty Cố phần Thủy điện Hủa Na,Công ty Cố phần Thủy điện Hủa Na,1.898.727.600.000,-,1.898.727.600.000,-,1898727600000.0,,1898727600000.0,
Công ty Cố phần Điện lực Dầu khí,b1. Đầu tư vào công ty con > Công ty Cố phần Điện lực Dầu khí,Công ty Cố phần Điện lực Dầu khí,1.883.540.039.397,-,1.883.540.039.397,-,1883540039397.0,,1883540039397.0,
Nhơn Trạch 2,Nhơn Trạch 2,Nhơn Trạch 2,Nhơn Trạch 2,Nhơn Trạch 2,Nhơn Trạch 2,Nhơn Trạch 2,,,,
Công ty Cố phần Thủy điện Dakdrinh,Nhơn Trạch 2 > Công ty Cố phần Thủy điện Dakdrinh,Công ty Cố phần Thủy điện Dakdrinh,1.105.110.800.000,-,1.105.110.800.000,-,1105110800000.0,,1105110800000.0,
Công ty Cố phần Máy - Thiết bị Dầu khí,Nhơn Trạch 2 > Công ty Cố phần Máy - Thiết bị Dầu khí,Công ty Cố phần Máy - Thiết bị Dầu khí,189.249.270.700,-,189.249.270.700,-,189249270700.0,,189249270700.0,
Công ty Cố phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Nhơn Trạch 2 > Công ty Cố phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,Công ty Cố phần Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,76.500.000.000,-,76.500.000.000,-,76500000000.0,,76500000000.0,
Công ty Cố phần Năng lượng tài tạo Điện lực Dầu khí,Nhơn Trạch 2 > Công ty Cố phần Năng lượng tài tạo Điện lực Dầu khí,Công ty Cố phần Năng lượng tài tạo Điện lực Dầu khí,30.600.000.000,-,-,-,30600000000.0,,,
,,,5.183.727.710.097,-,5.153.127.710.097,-,5183727710097.0,,5153127710097.0,
b2. Đầu tư vào công ty liên kết,b2. Đầu tư vào công ty liên kết,b2. Đầu tư vào công ty liên kết,b2. Đầu tư vào công ty liên kết,b2. Đầu tư vào công ty liên kết,b2. Đầu tư vào công ty liên kết,b2. Đầu tư vào công ty liên kết,,,,
Công ty Cố phần Thủy điện Nậm Chiến,b2. Đầu tư vào công ty liên kết > Công ty Cố phần Thủy điện Nậm Chiến,Công ty Cố phần Thủy điện Nậm Chiến,302.295.301.000,-,302.295.301.000,-,302295301000.0,,302295301000.0,
Công ty Cố phần Năng lượng Sòng Hồng,b2. Đầu tư vào công ty liên kết > Công ty Cố phần Năng lượng Sòng Hồng,Công ty Cố phần Năng lượng Sòng Hồng,32.887.500.000,-,32.887.500.000,-,32887500000.0,,32887500000.0,
,,,335.182.801.000,-,335.182.801.000,-,335182801000.0,,335182801000.0,
b3. Đầu tư góp vốn vào đơn vị khác,b3. Đầu tư góp vốn vào đơn vị khác,b3. Đầu tư góp vốn vào đơn vị khác,b3. Đầu tư góp vốn vào đơn vị khác,b3. Đầu tư góp vốn vào đơn vị khác,b3. Đầu tư góp vốn vào đơn vị khác,b3. Đầu tư góp vốn vào đơn vị khác,,,,
Công ty Cố phần Điện Việt Lào,b3. Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Điện Việt Lào,Công ty Cố phần Điện Việt Lào,320.049.656.500,-,320.049.656.500,-,320049656500.0,,320049656500.0,
Công ty Cố phần Thủy điện Sông Tranh 3,b3. Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Thủy điện Sông Tranh 3,Công ty Cố phần Thủy điện Sông Tranh 3,29.341.800.000,-,29.341.800.000,-,29341800000.0,,29341800000.0,
Công ty Cố phần EVN Quốc tế,b3. Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần EVN Quốc tế,Công ty Cố phần EVN Quốc tế,28.800.000.000,-,28.800.000.000,-,28800000000.0,,28800000000.0,
Công ty Cố phần Phát triển Đồ thị Dầu khí,b3. Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Phát triển Đồ thị Dầu khí,Công ty Cố phần Phát triển Đồ thị Dầu khí,18.202.000.000,18.202.000.000,18.202.000.000,18.202.000.000,18202000000.0,18202000000.0,18202000000.0,18202000000.0
Công ty Cố phần Thủy điện Son Trà,b3. Đầu tư góp vốn vào đơn vị khác > Công ty Cố phần Thủy điện Son Trà,Công ty Cố phần Thủy điện Son Trà,1.228.800.000,1.228.800.000,1.228.800.000,1.228.800.000,1228800000.0,1228800000.0,1228800000.0,1228800000.0
Sông Đà,Sông Đà,Sông Đà,Sông Đà,Sông Đà,Sông Đà,Sông Đà,,,,
Công ty Cố phần Cơ điện Dầu khí,Sông Đà > Công ty Cố phần Cơ điện Dầu khí,Công ty Cố phần Cơ điện Dầu khí,1.000.000.000,260.237.063,1.000.000.000,260.237.063,1000000000.0,260237063.0,1000000000.0,260237063.0
Công ty Cố phần Năng lượng Châu Á Thái Bình Dương,Sông Đà > Công ty Cố phần Năng lượng Châu Á Thái Bình Dương,Công ty Cố phần Năng lượng Châu Á Thái Bình Dương,550.000.000,550.000.000,550.000.000,550.000.000,550000000.0,550000000.0,550000000.0,550000000.0
,,,399.172.256.500,20.241.037.063,399.172.256.500,20.241.037.063,399172256500.0,20241037063.0,399172256500.0,20241037063.0
