row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,,,
DXG,Phải trả ngắn hạn khác > DXG,DXG,Góp vốn theo HĐHTKD,99.913.184.000,100.913.184.000,,99913184000.0,100913184000.0
Ông Nguyễn Hiền Ninh,Phải trả ngắn hạn khác > Ông Nguyễn Hiền Ninh,Ông Nguyễn Hiền Ninh,Thu hộ theo Hợp đồng kýquỹ cung cấp dịch vụ môigiới dự án,42.161.269.908,56.123.872.607,,42161269908.0,56123872607.0
Ông Trần Xuân Thông,Phải trả ngắn hạn khác > Ông Trần Xuân Thông,Ông Trần Xuân Thông,Thu hộ theo Hợp đồng kýquỹ cung cấp dịch vụ môigiới dự án,27.482.871.671,27.482.871.671,,27482871671.0,27482871671.0
Ông Trần Xuân Thông,Phải trả ngắn hạn khác > Ông Trần Xuân Thông,Ông Trần Xuân Thông,Chia cổ tức,-,234.473.684,,,234473684.0
Ông Trần Ngọc Thái,Phải trả ngắn hạn khác > Ông Trần Ngọc Thái,Ông Trần Ngọc Thái,Thu hộ theo Hợp đồng kýquỹ cung cấp dịch vụ môigiới dự án,17.813.874.652,20.043.874.652,,17813874652.0,20043874652.0
Ông Trần Hoài Nam,Phải trả ngắn hạn khác > Ông Trần Hoài Nam,Ông Trần Hoài Nam,Thu hộ theo Hợp đồng kýquỹ cung cấp dịch vụ môigiới dự án,2.425.500.000,-,,2425500000.0,
Ông Trần Ngọc Thành,Phải trả ngắn hạn khác > Ông Trần Ngọc Thành,Ông Trần Ngọc Thành,Chia cổ tức,-,645.000.000,,,645000000.0
Ông Lương Trí Thìn,Phải trả ngắn hạn khác > Ông Lương Trí Thìn,Ông Lương Trí Thìn,Chia cổ tức,-,385.000.000,,,385000000.0
Hà An,Phải trả ngắn hạn khác > Hà An,Hà An,Doanh thu quản lý,8.535.927.286,-,,8535927286.0,
Hà An,Phải trả ngắn hạn khác > Hà An,Hà An,"Tiền điện, nước",25.194.278,-,,25194278.0,
DXMN,Phải trả ngắn hạn khác > DXMN,DXMN,"Đặt cọc, ký quỹ",7.050.000.000,69.500.000.000,,7050000000.0,69500000000.0
Hà Thuận Hùng,Phải trả ngắn hạn khác > Hà Thuận Hùng,Hà Thuận Hùng,Góp vốn theo HĐHTKD,2.684.210.525,10.000.000.000,,2684210525.0,10000000000.0
,,,,208.092.032.320,285.328.276.614,,208092032320.0,285328276614.0
