row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,D - NGUỒN VỐN CHỦ SỞ HỮU,400,,5.864.565.620.918,4.641.277.047.918,,400.0,,5864565620918.0,4641277047918.0
I.,I.,I.,Vốn chủ sở hữu,410,V.21,5.864.565.620.918,4.641.277.047.918,,410.0,,5864565620918.0,4641277047918.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,3.399.330.340.000,2.627.302.470.000,,411.0,,3399330340000.0,2627302470000.0
-,-,-,Cổ phiếu phổ thông có quyền biểu quyết,411a,,3.399.330.340.000,2.627.302.470.000,,,,3399330340000.0,2627302470000.0
-,-,-,Cổ phiếu ưu đãi,411b,,-,-,,,,,
2.,- > 2.,2.,Thặng dư vốn cổ phần,412,,74.895.160.642,75.260.693.198,,412.0,,74895160642.0,75260693198.0
3.,- > 3.,3.,Quyền chọn chuyển đổi trái phiếu,413,,-,-,,413.0,,,
4.,- > 4.,4.,Vốn khác của chủ sở hữu,414,,80.481.887.391,80.481.887.391,,414.0,,80481887391.0,80481887391.0
5.,- > 5.,5.,Cổ phiếu quỹ,415,,-,-,,415.0,,,
6.,- > 6.,6.,Chênh lệch đánh giá lại tài sản,416,,-,-,,416.0,,,
7.,- > 7.,7.,Chênh lệch tỷ giá hối đoái,417,,-,-,,417.0,,,
8.,- > 8.,8.,Quỹ đầu tư phát triển,418,,646.388.781,646.388.781,,418.0,,646388781.0,646388781.0
9.,- > 9.,9.,Quỹ hỗ trợ sắp xếp doanh nghiệp,419,,-,-,,419.0,,,
10.,- > 10.,10.,Quỹ khác thuộc vốn chủ sở hữu,420,,-,-,,420.0,,,
11.,- > 11.,11.,Lợi nhuận sau thuế chưa phân phối,421,,293.405.349.182,493.708.529.535,,421.0,,293405349182.0,493708529535.0
-,- > -,-,LNST chưa phân phối lũy kế đến cuối kỳ trước,421a,,248.903.120.302,345.264.148.800,,,,248903120302.0,345264148800.0
-,- > -,-,LNST chưa phân phối kỳ này,421b,,44.502.228.880,148.444.380.735,,,,44502228880.0,148444380735.0
12.,- > 12.,12.,Nguồn vốn đầu tư xây dựng cơ bản,422,,-,-,,422.0,,,
13.,- > 13.,13.,Lợi ích cổ đông không kiểm soát,429,,2.015.806.494.922,1.363.877.079.013,,429.0,,2015806494922.0,1363877079013.0
II.,- > II.,II.,Nguồn kinh phí và quỹ khác,430,,-,-,,430.0,,,
1.,- > 1.,1.,Nguồn kinh phí,431,,-,-,,431.0,,,
2.,- > 2.,2.,Nguồn kinh phí đã hình thành tài sản cố định,432,,-,-,,432.0,,,
,,,TỔNG CỘNG NGUỒN VỐN,440,,6.997.712.255.913,5.984.081.185.909,,440.0,,6997712255913.0,5984081185909.0
