row_label_raw,row_label_full,Bên liên quan,Nội dung nghiệp vụ,Số cuối năm,VND Số đầu năm,numeric__Nội dung nghiệp vụ,numeric__Số cuối năm,numeric__VND Số đầu năm
Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,Phải trả ngắn hạn khác,,,
DXG,Phải trả ngắn hạn khác > DXG,DXG,Góp vốn theo HĐHTKD,99.913.184.000,99.913.184.000,,99913184000.0,99913184000.0
Ông Nguyễn Hiền Ninh,Phải trả ngắn hạn khác > Ông Nguyễn Hiền Ninh,Ông Nguyễn Hiền Ninh,Thu hộ theo Hợp đồng kýquỹ cung cấp dịch vụ môigiới dự án,46.341.371.973,42.161.269.908,,46341371973.0,42161269908.0
Ông Trần Xuân Thông,Phải trả ngắn hạn khác > Ông Trần Xuân Thông,Ông Trần Xuân Thông,Thu hộ theo Hợp đồng kýquỹ cung cấp dịch vụ môigiới dự án,49.746.209.180,27.482.871.671,,49746209180.0,27482871671.0
Ông Trần Ngọc Thái,Phải trả ngắn hạn khác > Ông Trần Ngọc Thái,Ông Trần Ngọc Thái,Thu hộ theo Hợp đồng kýquỹ cung cấp dịch vụ môigiới dự án,17.013.874.652,17.813.874.652,,17013874652.0,17813874652.0
Ông Trần Hoài Nam,Phải trả ngắn hạn khác > Ông Trần Hoài Nam,Ông Trần Hoài Nam,Thu hộ theo Hợp đồng kýquỹ cung cấp dịch vụ môigiới dự án,5.425.500.000,2.425.500.000,,5425500000.0,2425500000.0
Hà An,Phải trả ngắn hạn khác > Hà An,Hà An,Doanh thu quản lý,8.535.927.286,8.535.927.286,,8535927286.0,8535927286.0
Hà An,Phải trả ngắn hạn khác > Hà An,Hà An,"Tiền điện, nước",1.472.306.822,25.194.278,,1472306822.0,25194278.0
Hà An,Phải trả ngắn hạn khác > Hà An,Hà An,Lãi vay,1.984.006.848,-,,1984006848.0,
Hội An,Phải trả ngắn hạn khác > Hội An,Hội An,Lãi vay,433.972.603,-,,433972603.0,
DXMN,Phải trả ngắn hạn khác > DXMN,DXMN,"Đặt cọc, ký quỹ",550.000.000,7.050.000.000,,550000000.0,7050000000.0
Hà Thuận Hùng,Phải trả ngắn hạn khác > Hà Thuận Hùng,Hà Thuận Hùng,Góp vốn theo HĐHTKD,2.684.210.525,2.684.210.525,,2684210525.0,2684210525.0
,,,,234.100.563.889,208.092.032.320,,234100563889.0,208092032320.0
