row_label_raw,row_label_full,col_0,Số cuối nămTriệu đồng,Số đầu nămTriệu đồng,numeric__Số cuối nămTriệu đồng,numeric__Số đầu nămTriệu đồng
Phải thu nội bộ,Phải thu nội bộ,Phải thu nội bộ,2.418.618,1.804.998,2418618.0,1804998.0
Tạm ứng để hoạt động nghiệp vụ,Tạm ứng để hoạt động nghiệp vụ,Tạm ứng để hoạt động nghiệp vụ,2.192.240,1.576.769,2192240.0,1576769.0
Tạm ứng mua tòa nhà FICO (i),Tạm ứng mua tòa nhà FICO (i),Tạm ứng mua tòa nhà FICO (i),216.693,216.693,216693.0,216693.0
Khác,Khác,Khác,9.685,11.536,9685.0,11536.0
Phải thu bên ngoài,Phải thu bên ngoài,Phải thu bên ngoài,21.969.065,19.079.376,21969065.0,19079376.0
Phải thu liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải thu liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,Phải thu liên quan dịch vụ trung gian và hỗ trợ thanh toán điện tử,9.538.737,5.019.880,9538737.0,5019880.0
Tài sản nhận cần trừ nợ (ii),Tài sản nhận cần trừ nợ (ii),Tài sản nhận cần trừ nợ (ii),3.961.719,4.009.552,3961719.0,4009552.0
Phải thu thư tín dụng bởi hoàn,Phải thu thư tín dụng bởi hoàn,Phải thu thư tín dụng bởi hoàn,2.336.642,1.934.621,2336642.0,1934621.0
Phải thu từ bán tài sản nhận cần trừ nợ (v),Phải thu từ bán tài sản nhận cần trừ nợ (v),Phải thu từ bán tài sản nhận cần trừ nợ (v),2.125.800,3.765.800,2125800.0,3765800.0
Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (iii),Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (iii),Các khoản phải thu từ các hợp đồng mua và cam kết bán lại chứng khoán (iii),1.106.039,1.106.039,1106039.0,1106039.0
Phải thu liên minh thể,Phải thu liên minh thể,Phải thu liên minh thể,640.383,624.482,640383.0,624482.0
Phải thu Công ty Cổ phần Vàng bạc đá quý Phương Nam (iv),Phải thu Công ty Cổ phần Vàng bạc đá quý Phương Nam (iv),Phải thu Công ty Cổ phần Vàng bạc đá quý Phương Nam (iv),503.639,503.639,503639.0,503639.0
Tạm ứng thuế,Tạm ứng thuế,Tạm ứng thuế,228.262,4.153,228262.0,4153.0
Phải thu đặt cọc thuê văn phòng,Phải thu đặt cọc thuê văn phòng,Phải thu đặt cọc thuê văn phòng,162.122,156.905,162122.0,156905.0
Phải thu từ bán một phần tòa nhà FICO (vii),Phải thu từ bán một phần tòa nhà FICO (vii),Phải thu từ bán một phần tòa nhà FICO (vii),158.204,158.204,158204.0,158204.0
Ký quỹ cho giao dịch tương lai hàng hóa,Ký quỹ cho giao dịch tương lai hàng hóa,Ký quỹ cho giao dịch tương lai hàng hóa,112.026,242.379,112026.0,242379.0
Phải thu từ hoạt động dịch vụ đại lý bảo hiểm,Phải thu từ hoạt động dịch vụ đại lý bảo hiểm,Phải thu từ hoạt động dịch vụ đại lý bảo hiểm,100.000,148.000,100000.0,148000.0
Phải thu liên quan đến hoạt động chi trả kiểu hối,Phải thu liên quan đến hoạt động chi trả kiểu hối,Phải thu liên quan đến hoạt động chi trả kiểu hối,87.126,88.792,87126.0,88792.0
"Ký quỹ, thế chấp và cầm cố","Ký quỹ, thế chấp và cầm cố","Ký quỹ, thế chấp và cầm cố",52.639,168.338,52639.0,168338.0
Phải thu tiền bán trái phiếu chuyển đổi của CTCP Chứng khoán Ngân hàng Sài Gòn Thương Tín,Phải thu tiền bán trái phiếu chuyển đổi của CTCP Chứng khoán Ngân hàng Sài Gòn Thương Tín,Phải thu tiền bán trái phiếu chuyển đổi của CTCP Chứng khoán Ngân hàng Sài Gòn Thương Tín,41.000,41.000,41000.0,41000.0
Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,Phải thu Ngân sách Nhà nước về hỗ trợ lãi suất,27.535,27.535,27535.0,27535.0
Phải thu từ bán chứng khoán trả chậm (vi),Phải thu từ bán chứng khoán trả chậm (vi),Phải thu từ bán chứng khoán trả chậm (vi),-,381.151,,381151.0
Khác (viii),Khác (viii),Khác (viii),787.192,698.906,787192.0,698906.0
,,,24.387.683,20.884.374,24387683.0,20884374.0
