row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,493.288.290.680,1.244.032.211.492,493288290680.0,1244032211492.0
- Công ty TNHH Đầu tư Sabeco Hiệp Phúc (*),- Công ty TNHH Đầu tư Sabeco Hiệp Phúc (*),- Công ty TNHH Đầu tư Sabeco Hiệp Phúc (*),227.355.785.711,237.086.352.345,227355785711.0,237086352345.0
- Công ty Cổ phần Thương mại Xây dựng Dịch vụ Phúc Bảo Minh,- Công ty Cổ phần Thương mại Xây dựng Dịch vụ Phúc Bảo Minh,- Công ty Cổ phần Thương mại Xây dựng Dịch vụ Phúc Bảo Minh,181.056.244.072,181.056.244.072,181056244072.0,181056244072.0
- Công ty Cổ Phần Xuất Nhập Khẩu Sản Xuất Gia Công và Bao Bi,- Công ty Cổ Phần Xuất Nhập Khẩu Sản Xuất Gia Công và Bao Bi,- Công ty Cổ Phần Xuất Nhập Khẩu Sản Xuất Gia Công và Bao Bi,26.720.793.000,26.720.793.000,26720793000.0,26720793000.0
- Công ty TNHH Đầu tư Xây dựng Thương mại Thuận Việt,- Công ty TNHH Đầu tư Xây dựng Thương mại Thuận Việt,- Công ty TNHH Đầu tư Xây dựng Thương mại Thuận Việt,17.942.076.735,25.817.779.167,17942076735.0,25817779167.0
- Công ty Cổ phần Xuất Nhập Khẩu Tổng Hợp 1 Việt Nam,- Công ty Cổ phần Xuất Nhập Khẩu Tổng Hợp 1 Việt Nam,- Công ty Cổ phần Xuất Nhập Khẩu Tổng Hợp 1 Việt Nam,10.000.000.000,10.000.000.000,10000000000.0,10000000000.0
- Công ty Cổ phần Đầu tư Tấn Hưng (**),- Công ty Cổ phần Đầu tư Tấn Hưng (**),- Công ty Cổ phần Đầu tư Tấn Hưng (**),-,522.000.000.000,,522000000000.0
- Bà Lê Thị Giàu,- Bà Lê Thị Giàu,- Bà Lê Thị Giàu,-,128.000.000.000,,128000000000.0
- Khác,- Khác,- Khác,30.213.391.162,113.351.042.908,30213391162.0,113351042908.0
Trả trước cho các bên liên quan(Thuyết minh số 35),Trả trước cho các bên liên quan(Thuyết minh số 35),Trả trước cho các bên liên quan(Thuyết minh số 35),542.175.042.738,108.740.000.000,542175042738.0,108740000000.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.035.463.333.418,1.352.772.211.492,1035463333418.0,1352772211492.0
